,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
289,289,0.47213626352382326,2024-01-15 11:08:05.994334,2024-01-15 11:08:07.594345,0 days 00:00:01.600011,True,gini,7.0,sqrt,16.0,14.0,20.0,False,True,COMPLETE,"[0.5428571428571428, 0.4795321637426901, 0.3833333333333333, 0.55, 0.4049586776859504]","[0.00918444 0.01175566 0.00839089 0.00789531 0.02390993 0.00624565
 0.03759634 0.04733546 0.00812111 0.04064603 0.00660205 0.01057583
 0.00928376 0.01619759 0.01496519 0.01872147 0.025103   0.05930441
 0.         0.02952047 0.01004036 0.03127241 0.01088563 0.03241314
 0.00615889 0.00441598 0.0033322  0.02999884 0.01009577 0.02184947
 0.00432607 0.02322692 0.00784349 0.00958553 0.         0.02648644
 0.00569602 0.01468291 0.03309374 0.00244887 0.04446068 0.01148558
 0.00680732 0.00823942 0.00290858 0.02695286 0.00837863 0.03115507
 0.04869084 0.01985659 0.04908046 0.01242804 0.0143602  0.03598844]"
195,195,0.47101748862514414,2024-01-15 11:05:35.471977,2024-01-15 11:05:36.886116,0 days 00:00:01.414139,True,entropy,21.0,sqrt,16.0,13.0,10.0,False,True,COMPLETE,"[0.7357142857142858, 0.49122807017543857, 0.3944444444444444, 0.4444444444444444, 0.2892561983471074]","[0.         0.02355945 0.00879295 0.         0.01113264 0.01270147
 0.02405825 0.02235498 0.01669289 0.03301466 0.01291188 0.02087703
 0.01232598 0.         0.02460434 0.02793453 0.03595373 0.07811419
 0.00708812 0.02153453 0.00588765 0.         0.01941436 0.02019629
 0.01269286 0.         0.00663684 0.02943359 0.00785316 0.02555914
 0.00886904 0.02613566 0.01498604 0.00178021 0.         0.03079816
 0.         0.         0.05544146 0.00560741 0.07488764 0.
 0.01309944 0.         0.         0.02861956 0.01657309 0.06170691
 0.02885669 0.         0.05577197 0.         0.01214684 0.04339436]"
204,204,0.47101748862514414,2024-01-15 11:05:49.853367,2024-01-15 11:05:51.257296,0 days 00:00:01.403929,True,entropy,21.0,sqrt,16.0,14.0,10.0,False,True,COMPLETE,"[0.7357142857142858, 0.49122807017543857, 0.3944444444444444, 0.4444444444444444, 0.2892561983471074]","[0.         0.02355945 0.00879295 0.         0.01113264 0.01270147
 0.02405825 0.02235498 0.01669289 0.03301466 0.01291188 0.02087703
 0.01232598 0.         0.02460434 0.02793453 0.03595373 0.07811419
 0.00708812 0.02153453 0.00588765 0.         0.01941436 0.02019629
 0.01269286 0.         0.00663684 0.02943359 0.00785316 0.02555914
 0.00886904 0.02613566 0.01498604 0.00178021 0.         0.03079816
 0.         0.         0.05544146 0.00560741 0.07488764 0.
 0.01309944 0.         0.         0.02861956 0.01657309 0.06170691
 0.02885669 0.         0.05577197 0.         0.01214684 0.04339436]"
150,150,0.47027914137961985,2024-01-15 11:04:20.364520,2024-01-15 11:04:22.291743,0 days 00:00:01.927223,True,entropy,22.0,sqrt,14.0,15.0,41.0,False,True,COMPLETE,"[0.5214285714285714, 0.5029239766081871, 0.3833333333333333, 0.5222222222222223, 0.42148760330578516]","[0.00867472 0.02301475 0.00601723 0.00238332 0.02614989 0.00859339
 0.02488701 0.02915    0.00735213 0.04204388 0.00930884 0.02961461
 0.01442875 0.01263509 0.01756248 0.0085137  0.02596649 0.02756827
 0.01033977 0.01546811 0.01194311 0.02482081 0.0111804  0.0294645
 0.01124142 0.00242421 0.01287014 0.0213642  0.00907611 0.01988214
 0.01199908 0.01978099 0.01135455 0.00611445 0.01068114 0.01996779
 0.01788843 0.02910965 0.01749274 0.01678668 0.02631248 0.0067146
 0.00740283 0.02210001 0.00296001 0.03134073 0.01926609 0.03778713
 0.04716714 0.02983826 0.02602772 0.01089372 0.02370395 0.04337036]"
146,146,0.4693187514240146,2024-01-15 11:04:12.860093,2024-01-15 11:04:14.278797,0 days 00:00:01.418704,True,entropy,18.0,sqrt,13.0,15.0,10.0,False,True,COMPLETE,"[0.6285714285714286, 0.5321637426900585, 0.4444444444444445, 0.37777777777777777, 0.36363636363636365]","[0.00906494 0.0285249  0.00437283 0.         0.02501433 0.02215396
 0.01743798 0.02413705 0.01936755 0.04404209 0.01892731 0.03081231
 0.02459797 0.         0.028551   0.0155805  0.04482494 0.05578607
 0.01358687 0.02856151 0.00462227 0.00733198 0.01981166 0.04010184
 0.00847276 0.         0.01168131 0.03014396 0.00546108 0.01321083
 0.         0.01243892 0.02950512 0.00424845 0.00219282 0.01751311
 0.         0.00704791 0.0463545  0.00989621 0.04974099 0.
 0.         0.01195651 0.         0.         0.01834594 0.05321027
 0.02268019 0.01521752 0.0265422  0.01919449 0.0108065  0.04692657]"
169,169,0.46830043428129553,2024-01-15 11:04:52.994840,2024-01-15 11:04:54.582951,0 days 00:00:01.588111,True,entropy,17.0,sqrt,17.0,12.0,21.0,False,True,COMPLETE,"[0.5785714285714285, 0.4385964912280702, 0.3888888888888889, 0.5222222222222223, 0.4132231404958677]","[0.011132   0.01863689 0.00418712 0.         0.01725037 0.00798795
 0.03883282 0.04518274 0.007949   0.03971153 0.00614851 0.01603007
 0.0106789  0.00952381 0.01092688 0.01242223 0.02983088 0.05194716
 0.00164306 0.02331147 0.01412547 0.03225189 0.00945943 0.03476728
 0.00709993 0.00885603 0.0062076  0.0345574  0.01554933 0.01674322
 0.00594199 0.02393659 0.00429215 0.00762353 0.         0.02525007
 0.01327126 0.0195504  0.03162943 0.00267019 0.04854161 0.00972114
 0.00623783 0.00794222 0.00306454 0.01694028 0.0081043  0.02336783
 0.0578684  0.02046235 0.05104006 0.01157666 0.01925676 0.03875943]"
247,247,0.46824602829387524,2024-01-15 11:07:00.563569,2024-01-15 11:07:01.972504,0 days 00:00:01.408935,True,gini,12.0,sqrt,14.0,14.0,10.0,False,True,COMPLETE,"[0.6571428571428571, 0.5146198830409356, 0.43333333333333335, 0.40555555555555556, 0.3305785123966942]","[0.00928604 0.02672761 0.         0.         0.02469526 0.01349581
 0.01796806 0.03158444 0.00669231 0.03932676 0.00957744 0.03052704
 0.0211584  0.         0.04369742 0.00792457 0.0425676  0.07420432
 0.01380448 0.02795446 0.00440846 0.         0.01496259 0.04574607
 0.01023046 0.         0.01240935 0.0381128  0.0045212  0.02464246
 0.         0.01164941 0.02385317 0.00447927 0.00230415 0.01758038
 0.         0.00917463 0.05140551 0.01183892 0.05676576 0.
 0.         0.00658733 0.         0.         0.02454693 0.05623452
 0.01584886 0.01326147 0.04651921 0.         0.0112977  0.04042739]"
125,125,0.46803523961418697,2024-01-15 11:03:33.797895,2024-01-15 11:03:35.794649,0 days 00:00:01.996754,True,entropy,19.0,sqrt,17.0,15.0,45.0,False,True,COMPLETE,"[0.5642857142857143, 0.42690058479532167, 0.3277777777777778, 0.5666666666666667, 0.45454545454545453]","[0.00601593 0.02400494 0.01061412 0.         0.02295287 0.01064789
 0.0294344  0.03382613 0.01824006 0.04053167 0.00718957 0.03347248
 0.01809636 0.00783593 0.02084432 0.00890695 0.02059514 0.03236205
 0.00714674 0.02039811 0.00869874 0.02603807 0.005683   0.0279982
 0.00879028 0.00413282 0.01451669 0.02367454 0.01120783 0.01492523
 0.00589127 0.02618579 0.00992455 0.00355765 0.00280489 0.0202315
 0.01669241 0.02956026 0.01945116 0.01637194 0.02530322 0.00645211
 0.01045931 0.01864826 0.00356655 0.02252459 0.01295973 0.04452755
 0.05017686 0.02605728 0.03818745 0.01460982 0.02208545 0.03498935]"
123,123,0.4669371086117497,2024-01-15 11:03:30.312270,2024-01-15 11:03:31.980847,0 days 00:00:01.668577,True,entropy,13.0,sqrt,13.0,17.0,25.0,False,True,COMPLETE,"[0.6214285714285713, 0.45614035087719296, 0.3666666666666667, 0.4111111111111111, 0.47933884297520657]","[0.01208208 0.02298037 0.00887172 0.00501372 0.02369599 0.00886158
 0.02218045 0.03900312 0.01186059 0.05811337 0.01043942 0.01374181
 0.01876008 0.00927898 0.01714629 0.0062322  0.03042765 0.04087849
 0.00543475 0.02007787 0.00592387 0.02229852 0.01562279 0.03908499
 0.00523522 0.00636236 0.01480647 0.02412798 0.00218443 0.02742372
 0.00984338 0.00934006 0.0136692  0.00853119 0.00955903 0.02554535
 0.00851665 0.01654653 0.02336017 0.01555027 0.03006164 0.011115
 0.0035222  0.0130414  0.00202287 0.02908467 0.02072954 0.02479658
 0.04715198 0.02285213 0.03276581 0.0107126  0.02003961 0.04349125]"
228,228,0.46185684597167853,2024-01-15 11:06:26.536994,2024-01-15 11:06:28.207240,0 days 00:00:01.670246,True,gini,13.0,sqrt,16.0,13.0,24.0,False,True,COMPLETE,"[0.5, 0.4795321637426901, 0.3277777777777777, 0.5722222222222223, 0.4297520661157025]","[0.0076537  0.01367295 0.01258401 0.00657942 0.02547744 0.00520471
 0.03567523 0.05001872 0.01352212 0.05425941 0.00550171 0.00881319
 0.00773647 0.01349799 0.01562266 0.01560123 0.02550627 0.04942034
 0.         0.02460039 0.00836697 0.03534025 0.01159532 0.02701095
 0.00513241 0.00367999 0.00277683 0.02499903 0.00841315 0.02619807
 0.00550411 0.01935577 0.00653624 0.00798794 0.         0.02704297
 0.00474668 0.01223575 0.02757812 0.01301242 0.03705057 0.00957132
 0.00567276 0.01553985 0.00242381 0.03600641 0.01013592 0.02596256
 0.05232248 0.0219112  0.04514164 0.0103567  0.02199801 0.03744583]"
273,273,0.4616143664947493,2024-01-15 11:07:41.772981,2024-01-15 11:07:43.186884,0 days 00:00:01.413903,True,gini,17.0,sqrt,16.0,13.0,10.0,False,True,COMPLETE,"[0.7357142857142858, 0.49122807017543857, 0.37222222222222223, 0.4444444444444444, 0.2644628099173553]","[0.         0.02351132 0.00812735 0.         0.01070796 0.0124913
 0.02473352 0.02997126 0.01624223 0.03234803 0.0132041  0.02115166
 0.01268168 0.         0.02993037 0.02621466 0.02757063 0.0780781
 0.         0.02214901 0.00570305 0.         0.01879635 0.02385115
 0.01231779 0.         0.00666439 0.03046326 0.00793521 0.02561886
 0.00865215 0.02555236 0.01568697 0.00185334 0.         0.03196788
 0.         0.         0.06214013 0.00489774 0.07715744 0.
 0.01361463 0.         0.         0.0270114  0.01675727 0.06231014
 0.02902362 0.         0.05622246 0.         0.01206479 0.03462443]"
284,284,0.4616143664947493,2024-01-15 11:07:58.424908,2024-01-15 11:07:59.846382,0 days 00:00:01.421474,True,gini,9.0,sqrt,16.0,14.0,10.0,False,True,COMPLETE,"[0.7357142857142858, 0.49122807017543857, 0.37222222222222223, 0.4444444444444444, 0.2644628099173553]","[0.         0.02351132 0.00812735 0.         0.01070796 0.0124913
 0.02473352 0.02997126 0.01624223 0.03234803 0.0132041  0.02115166
 0.01268168 0.         0.02993037 0.02621466 0.02757063 0.0780781
 0.         0.02214901 0.00570305 0.         0.01879635 0.02385115
 0.01231779 0.         0.00666439 0.03046326 0.00793521 0.02561886
 0.00865215 0.02555236 0.01568697 0.00185334 0.         0.03196788
 0.         0.         0.06214013 0.00489774 0.07715744 0.
 0.01361463 0.         0.         0.0270114  0.01675727 0.06231014
 0.02902362 0.         0.05622246 0.         0.01206479 0.03462443]"
82,82,0.4602736179291204,2024-01-15 10:58:17.167028,2024-01-15 10:59:11.851387,0 days 00:00:54.684359,True,gini,32.0,log2,18.0,10.0,54.0,False,False,COMPLETE,,
6,6,0.45837065114577075,2024-01-15 10:03:21.581174,2024-01-15 10:05:25.616241,0 days 00:02:04.035067,True,entropy,3.0,sqrt,2.0,3.0,174.0,False,False,COMPLETE,,
103,103,0.45766054254092536,2024-01-15 11:02:54.273148,2024-01-15 11:02:56.015087,0 days 00:00:01.741939,True,entropy,28.0,sqrt,16.0,7.0,29.0,False,True,COMPLETE,"[0.4785714285714286, 0.49122807017543857, 0.3944444444444445, 0.47777777777777775, 0.44628099173553715]","[0.00597791 0.01584094 0.01181086 0.00566021 0.0256443  0.00645613
 0.03713142 0.03877405 0.01115599 0.05131154 0.00445237 0.00937398
 0.00645648 0.00948205 0.02425731 0.01384822 0.02832628 0.04299322
 0.00329674 0.01642114 0.00666351 0.03258778 0.01324604 0.0306966
 0.00913917 0.00521483 0.00775401 0.0204399  0.0070713  0.02176302
 0.00461689 0.02810168 0.0051676  0.00668159 0.         0.02525584
 0.01318657 0.0144045  0.02072886 0.01590179 0.03213681 0.00923332
 0.00738319 0.01323357 0.00201924 0.03584906 0.0083055  0.02587902
 0.04649719 0.02371406 0.04266308 0.02002012 0.03212027 0.04365297]"
43,43,0.4572846026913012,2024-01-15 10:03:22.504045,2024-01-15 10:06:25.930511,0 days 00:03:03.426466,True,entropy,2.0,sqrt,9.0,8.0,31.0,False,False,COMPLETE,,
95,95,0.4561534000289981,2024-01-15 11:02:38.495317,2024-01-15 11:02:40.443558,0 days 00:00:01.948241,True,entropy,26.0,sqrt,14.0,3.0,42.0,False,True,COMPLETE,"[0.5, 0.4619883040935673, 0.37777777777777777, 0.5277777777777778, 0.4132231404958677]","[0.00846818 0.02246678 0.00587396 0.00232657 0.02552728 0.00838879
 0.02429446 0.02845595 0.00717708 0.04104283 0.0090872  0.0289095
 0.01408521 0.01233425 0.01897628 0.00831099 0.02534824 0.02691189
 0.01009358 0.01509982 0.01165875 0.02575123 0.0109142  0.02876297
 0.01266152 0.00236649 0.01256371 0.02085553 0.00886001 0.02457014
 0.01171339 0.01931002 0.01108421 0.00596887 0.01042682 0.01949237
 0.01995934 0.02841656 0.01707625 0.01638699 0.02568599 0.01016099
 0.00722657 0.02388274 0.00288953 0.03059452 0.01880737 0.03688743
 0.04704675 0.02912782 0.02687475 0.01336    0.02313957 0.04233773]"
128,128,0.4554584118698951,2024-01-15 11:03:41.476333,2024-01-15 11:03:43.491081,0 days 00:00:02.014748,True,entropy,12.0,sqrt,13.0,11.0,45.0,False,True,COMPLETE,"[0.45, 0.5146198830409356, 0.35555555555555557, 0.47777777777777775, 0.47933884297520657]","[0.00835119 0.0236453  0.00819008 0.00617156 0.02310676 0.00882264
 0.02197786 0.03087946 0.01034711 0.03699853 0.00774537 0.02880205
 0.02260951 0.00897633 0.0128241  0.00825758 0.01690425 0.02538096
 0.00862757 0.01662727 0.01034824 0.02311262 0.01211229 0.02699849
 0.00682556 0.00587697 0.01584803 0.01983078 0.00722119 0.02353802
 0.01302871 0.01827032 0.01425807 0.00836152 0.01164549 0.02093768
 0.02024319 0.02589695 0.01811413 0.01093231 0.02850258 0.01029735
 0.00945381 0.02322888 0.00112382 0.0237332  0.01639762 0.04368941
 0.05525304 0.02603742 0.02997577 0.01759548 0.02109621 0.04496937]"
78,78,0.4524800292742876,2024-01-15 10:58:17.029865,2024-01-15 10:58:50.019840,0 days 00:00:32.989975,True,gini,21.0,log2,6.0,9.0,11.0,False,False,COMPLETE,,
72,72,0.4519231273776728,2024-01-15 10:58:16.809817,2024-01-15 10:59:42.534230,0 days 00:01:25.724413,True,entropy,32.0,log2,18.0,5.0,53.0,False,False,COMPLETE,,
40,40,0.4478254865814675,2024-01-15 10:03:22.358482,2024-01-15 10:06:26.741453,0 days 00:03:04.382971,True,entropy,29.0,sqrt,9.0,8.0,27.0,False,False,COMPLETE,,
85,85,0.44634454593784734,2024-01-15 10:58:17.375111,2024-01-15 10:59:43.998019,0 days 00:01:26.622908,True,gini,20.0,log2,18.0,9.0,11.0,False,False,COMPLETE,,
75,75,0.44488052086138213,2024-01-15 10:58:16.965313,2024-01-15 10:58:58.434025,0 days 00:00:41.468712,True,gini,21.0,log2,18.0,10.0,52.0,False,False,COMPLETE,,
83,83,0.4422158702541477,2024-01-15 10:58:17.188435,2024-01-15 10:59:44.368512,0 days 00:01:27.180077,True,gini,32.0,log2,18.0,10.0,10.0,False,False,COMPLETE,,
135,135,0.4405720913854886,2024-01-15 11:03:52.817389,2024-01-15 11:03:54.453750,0 days 00:00:01.636361,True,entropy,20.0,sqrt,12.0,17.0,23.0,False,True,COMPLETE,"[0.5642857142857143, 0.41520467836257313, 0.32222222222222224, 0.37222222222222223, 0.5289256198347108]","[0.01408325 0.02159103 0.0063701  0.00660535 0.02528449 0.01039595
 0.01984713 0.03471621 0.01419791 0.04200444 0.01662268 0.01748052
 0.02051462 0.01376139 0.01791849 0.01012084 0.03100481 0.03902555
 0.007435   0.02120874 0.01228056 0.02643325 0.00785672 0.04182011
 0.00757523 0.01222822 0.01252475 0.02147632 0.00905467 0.02369087
 0.0051289  0.01015224 0.01501372 0.00967973 0.00956938 0.01367628
 0.0049907  0.01531606 0.02091794 0.01488027 0.02345318 0.01445238
 0.00695634 0.01344621 0.         0.0257494  0.02015706 0.02085222
 0.04771267 0.03088669 0.03385199 0.01602198 0.02049004 0.0415154 ]"
68,68,0.44055697093974605,2024-01-15 10:58:16.724884,2024-01-15 10:59:20.014257,0 days 00:01:03.289373,True,gini,21.0,log2,12.0,10.0,198.0,False,False,COMPLETE,,
88,88,0.44008699434536763,2024-01-15 10:58:47.624545,2024-01-15 10:59:47.698900,0 days 00:01:00.074355,True,entropy,32.0,sqrt,18.0,5.0,194.0,False,True,COMPLETE,,
98,98,0.4379541829781065,2024-01-15 11:02:44.377805,2024-01-15 11:02:46.266649,0 days 00:00:01.888844,True,entropy,25.0,sqrt,16.0,6.0,31.0,False,True,COMPLETE,"[0.45, 0.47953216374269003, 0.36666666666666664, 0.4555555555555556, 0.4380165289256198]","[0.00559224 0.01481895 0.01104886 0.00529503 0.02733328 0.00603961
 0.03473584 0.03627249 0.01043625 0.05155296 0.00734844 0.00876921
 0.00603993 0.01323347 0.02596062 0.01295479 0.02649878 0.04021946
 0.0116241  0.02536721 0.00623361 0.03048534 0.01239146 0.02871617
 0.00854955 0.00487839 0.00888995 0.01912119 0.00661508 0.02035895
 0.00721675 0.02628867 0.00822681 0.00625052 0.         0.02362643
 0.01233582 0.01347518 0.01939151 0.01487587 0.03006347 0.00863762
 0.00690686 0.01237979 0.00188896 0.03353621 0.00776966 0.0242094
 0.04831278 0.02218412 0.03991062 0.0187285  0.03911493 0.04728826]"
79,79,0.43637399283332295,2024-01-15 10:58:17.087018,2024-01-15 10:59:47.544597,0 days 00:01:30.457579,True,entropy,31.0,log2,12.0,5.0,196.0,False,False,COMPLETE,,
86,86,0.43637399283332295,2024-01-15 10:58:21.391733,2024-01-15 10:59:47.743299,0 days 00:01:26.351566,True,entropy,31.0,log2,12.0,5.0,196.0,False,False,COMPLETE,,
89,89,0.4342875784502579,2024-01-15 10:58:52.693150,2024-01-15 10:59:47.197774,0 days 00:00:54.504624,True,entropy,32.0,sqrt,12.0,4.0,24.0,False,True,COMPLETE,,
10,10,0.43303727638655876,2024-01-15 10:03:21.643774,2024-01-15 10:04:30.693240,0 days 00:01:09.049466,True,entropy,4.0,log2,16.0,11.0,136.0,False,False,COMPLETE,,
214,214,0.4328408486781693,2024-01-15 11:06:05.089674,2024-01-15 11:06:06.661655,0 days 00:00:01.571981,True,gini,14.0,sqrt,10.0,12.0,18.0,False,True,COMPLETE,"[0.55, 0.45029239766081874, 0.3277777777777778, 0.5055555555555555, 0.3305785123966942]","[0.         0.03717517 0.00096208 0.00911178 0.03018438 0.01015751
 0.03194791 0.03014172 0.02146058 0.04312744 0.0192404  0.02151787
 0.00706585 0.01962526 0.00932817 0.01520756 0.02222749 0.04091669
 0.01168301 0.02793001 0.00684436 0.04281883 0.00582326 0.02647411
 0.00445714 0.00847354 0.01003309 0.02155044 0.00386484 0.03093602
 0.013317   0.00556905 0.01391315 0.00747485 0.         0.00820172
 0.00535555 0.0144147  0.0219483  0.00639268 0.02716741 0.02399694
 0.01548131 0.01423035 0.00858221 0.03227763 0.01186233 0.03946412
 0.0280746  0.04327014 0.03772169 0.00725207 0.01135928 0.03238641]"
105,105,0.43177330378287315,2024-01-15 11:02:58.327205,2024-01-15 11:03:00.288373,0 days 00:00:01.961168,True,entropy,15.0,sqrt,13.0,8.0,42.0,False,True,COMPLETE,"[0.44285714285714284, 0.5029239766081872, 0.37777777777777777, 0.40555555555555556, 0.4297520661157025]","[0.00719171 0.02144837 0.00690489 0.00661239 0.02190736 0.00945283
 0.0235477  0.02858517 0.01108619 0.03964128 0.00689988 0.02782283
 0.02017044 0.00961749 0.01374011 0.0088474  0.0181117  0.02719389
 0.00924382 0.01781493 0.0110874  0.02306363 0.01297746 0.02892695
 0.00731309 0.00420822 0.01466402 0.01946418 0.00773699 0.02425411
 0.01108156 0.01957534 0.01308168 0.00895877 0.01247731 0.02243323
 0.02168913 0.02592976 0.019408   0.01171319 0.02857949 0.00980198
 0.00713549 0.02488809 0.00120409 0.02265083 0.01756888 0.04232347
 0.04918944 0.02484835 0.02998423 0.0188523  0.02100029 0.04608863]"
35,35,0.4316934899231549,2024-01-15 10:03:22.263296,2024-01-15 10:05:37.823064,0 days 00:02:15.559768,True,entropy,2.0,sqrt,2.0,20.0,71.0,False,False,COMPLETE,,
22,22,0.43071659865918244,2024-01-15 10:03:21.835693,2024-01-15 10:05:38.205673,0 days 00:02:16.369980,False,entropy,16.0,log2,3.0,6.0,37.0,False,True,COMPLETE,,
218,218,0.428551751279024,2024-01-15 11:06:11.391654,2024-01-15 11:06:12.809388,0 days 00:00:01.417734,True,gini,14.0,log2,16.0,12.0,10.0,False,True,COMPLETE,"[0.5285714285714286, 0.5555555555555555, 0.4222222222222222, 0.3388888888888889, 0.2975206611570248]","[0.01229207 0.         0.0084529  0.02129601 0.01740487 0.01070412
 0.03615728 0.01324518 0.         0.00399908 0.01331785 0.00874684
 0.01160224 0.01413025 0.02718139 0.         0.03863295 0.07388366
 0.         0.02247885 0.02849424 0.01724022 0.01553495 0.0251298
 0.         0.00232975 0.01703841 0.03372858 0.         0.02163756
 0.01444369 0.01594772 0.01046438 0.01679825 0.00789766 0.04883484
 0.01262614 0.01920347 0.03265264 0.         0.01778058 0.02027644
 0.04618272 0.         0.         0.00490326 0.01328006 0.02053859
 0.05374387 0.         0.05927213 0.02440931 0.         0.06608518]"
27,27,0.4273700780877814,2024-01-15 10:03:21.919924,2024-01-15 10:05:27.349764,0 days 00:02:05.429840,False,gini,7.0,log2,4.0,16.0,45.0,False,False,COMPLETE,,
74,74,0.42687186285272405,2024-01-15 10:58:16.945055,2024-01-15 10:58:53.183616,0 days 00:00:36.238561,True,gini,20.0,log2,6.0,10.0,49.0,False,False,COMPLETE,,
104,104,0.4267833495584692,2024-01-15 11:02:56.036826,2024-01-15 11:02:58.305606,0 days 00:00:02.268780,True,entropy,18.0,sqrt,17.0,7.0,62.0,False,True,COMPLETE,"[0.5285714285714286, 0.40350877192982454, 0.31666666666666665, 0.4388888888888889, 0.44628099173553715]","[0.0043664  0.02256699 0.00897282 0.         0.02608749 0.00772831
 0.02574956 0.02808194 0.01476799 0.04433878 0.02219835 0.03236903
 0.0145604  0.00909425 0.0223664  0.01117162 0.01817389 0.03265904
 0.00602022 0.01976978 0.00953423 0.0200969  0.00685654 0.02976394
 0.00729724 0.00649805 0.01143292 0.02654621 0.01120874 0.01745374
 0.01285667 0.02533235 0.01196968 0.00871159 0.0020358  0.01892552
 0.01356688 0.02660992 0.01826843 0.01552831 0.01836524 0.0068487
 0.01295434 0.01391708 0.00743209 0.0384267  0.02239501 0.03231838
 0.0456674  0.02026252 0.04190448 0.01272238 0.02133593 0.03391279]"
41,41,0.4237901226896442,2024-01-15 10:03:22.377273,2024-01-15 10:06:24.765688,0 days 00:03:02.388415,False,entropy,2.0,sqrt,3.0,15.0,12.0,False,False,COMPLETE,,
71,71,0.4219323791572595,2024-01-15 10:58:16.789424,2024-01-15 10:58:47.610059,0 days 00:00:30.820635,True,gini,21.0,log2,6.0,10.0,10.0,False,False,COMPLETE,,
73,73,0.4219323791572595,2024-01-15 10:58:16.924918,2024-01-15 10:58:34.124507,0 days 00:00:17.199589,True,gini,21.0,log2,6.0,10.0,10.0,False,False,COMPLETE,,
99,99,0.4206687517692302,2024-01-15 11:02:46.288304,2024-01-15 11:02:49.037465,0 days 00:00:02.749161,True,entropy,28.0,sqrt,19.0,2.0,89.0,False,True,COMPLETE,"[0.5642857142857143, 0.39181286549707606, 0.39444444444444443, 0.4222222222222222, 0.3305785123966942]","[0.00951342 0.01730224 0.00704721 0.00627399 0.02800953 0.00918384
 0.01526691 0.03805141 0.01438135 0.03914526 0.01893407 0.02297826
 0.00973035 0.01217329 0.0155991  0.00495405 0.01905047 0.03373399
 0.0079882  0.02299706 0.01051147 0.02004264 0.00499693 0.02180534
 0.01418679 0.01083196 0.00758218 0.03565103 0.00937083 0.02335534
 0.01120807 0.03106323 0.01212943 0.00971668 0.00569652 0.01668981
 0.01875453 0.02192182 0.01810571 0.01145154 0.02377642 0.00996127
 0.01245152 0.0123976  0.00555506 0.03427506 0.01340521 0.03646109
 0.04765022 0.02390908 0.03717817 0.01212889 0.03535846 0.02810613]"
118,118,0.41942576827744293,2024-01-15 11:03:20.129502,2024-01-15 11:03:23.359528,0 days 00:00:03.230026,True,entropy,19.0,sqrt,13.0,11.0,114.0,False,True,COMPLETE,"[0.4571428571428572, 0.42690058479532167, 0.4111111111111111, 0.37222222222222223, 0.4297520661157025]","[0.00749764 0.02143255 0.01057743 0.01481004 0.02905501 0.01125852
 0.01797988 0.03182467 0.01184161 0.0329588  0.01772765 0.02080361
 0.01621101 0.01208812 0.01353666 0.00850298 0.01552512 0.01940623
 0.00877184 0.0183787  0.0099955  0.02081562 0.01275961 0.01828462
 0.00798141 0.02034035 0.01112878 0.02469375 0.0097478  0.02099385
 0.01680324 0.01662059 0.01394757 0.01838788 0.00929713 0.01944534
 0.01924382 0.02086023 0.01747247 0.01445304 0.02714852 0.0126699
 0.00727495 0.01746686 0.00572764 0.02188863 0.02667307 0.03509047
 0.0451755  0.02761495 0.02850871 0.01303555 0.03113066 0.03713397]"
260,260,0.4193184062083584,2024-01-15 11:07:20.321122,2024-01-15 11:07:21.946831,0 days 00:00:01.625709,False,gini,13.0,sqrt,16.0,14.0,19.0,False,True,COMPLETE,"[0.41428571428571426, 0.4385964912280702, 0.35, 0.4722222222222222, 0.4214876033057851]","[0.00504394 0.02150898 0.01915264 0.00350894 0.05124222 0.00653227
 0.02595299 0.02659181 0.00190769 0.01750397 0.         0.00882627
 0.00462801 0.0065601  0.00096131 0.00694955 0.01438973 0.02909806
 0.00210087 0.02252386 0.00646261 0.0853704  0.00094494 0.02966067
 0.00402912 0.00976425 0.00448246 0.01546646 0.00661562 0.04652199
 0.00516552 0.00080138 0.00533053 0.00867131 0.00197038 0.02165443
 0.018898   0.03685442 0.01382736 0.01470376 0.03594306 0.01104761
 0.00289731 0.01565702 0.00278451 0.02617267 0.03245462 0.06298719
 0.05591295 0.02379934 0.03764151 0.01024488 0.03332406 0.0369544 ]"
245,245,0.4190105428861409,2024-01-15 11:06:54.418805,2024-01-15 11:06:59.071112,0 days 00:00:04.652307,True,gini,13.0,sqrt,15.0,14.0,189.0,False,True,COMPLETE,"[0.5142857142857142, 0.3508771929824562, 0.45, 0.3666666666666667, 0.4132231404958678]","[0.00428997 0.02006285 0.01413462 0.01219847 0.03156721 0.01013705
 0.01674621 0.02906193 0.00809407 0.02622409 0.01908555 0.01913014
 0.0151788  0.01424215 0.01827896 0.00878637 0.01443657 0.02233321
 0.00858223 0.02027087 0.01125772 0.02503052 0.0105602  0.01736058
 0.00960957 0.01594875 0.01124967 0.02259599 0.01078724 0.01849171
 0.01793433 0.01766428 0.01417994 0.01493029 0.00962751 0.018606
 0.02379185 0.02469313 0.01520452 0.01184836 0.02380454 0.0158515
 0.00826863 0.01439986 0.01077066 0.02368762 0.02574917 0.0384863
 0.04798857 0.02712946 0.03090437 0.01448257 0.03621392 0.02804936]"
